"State","County","Model Year","Make","Model","TTL_VEHICLES"
WA,Mason,2022,TESLA,MODEL S,3
WA,Mason,2022,TESLA,MODEL X,3
WA,Mason,2022,TESLA,MODEL Y,17
WA,Mason,2022,FORD,MUSTANG MACH-E,4
WA,Mason,2022,KIA,NIRO,8
WA,Mason,2022,MITSUBISHI,OUTLANDER,1
WA,Mason,2022,CHRYSLER,PACIFICA,3
WA,Mason,2022,TOYOTA,PRIUS PRIME,2
WA,Mason,2022,POLESTAR,PS2,2
WA,Mason,2022,RIVIAN,R1T,7
WA,Mason,2022,TOYOTA,RAV4 PRIME,4
WA,Mason,2022,KIA,SORENTO,1
WA,Mason,2022,FORD,TRANSIT,1
WA,Mason,2022,JEEP,WRANGLER,3
WA,Mason,2022,BMW,X5,1
WA,Mason,2022,VOLVO,XC40,1
WA,Mason,2022,VOLVO,XC60,2
WA,Mason,2022,VOLVO,XC90,1
WA,Mason,2023,BMW,"330E",1
WA,Mason,2023,NISSAN,ARIYA,3
WA,Mason,2023,LINCOLN,AVIATOR,1
WA,Mason,2023,CHEVROLET,BOLT EUV,16
WA,Mason,2023,CHEVROLET,BOLT EV,4
WA,Mason,2023,TOYOTA,BZ4X,1
WA,Mason,2023,VOLVO,C40,1
WA,Mason,2023,MERCEDES-BENZ,EQS-CLASS SEDAN,1
WA,Mason,2023,KIA,EV6,7
WA,Mason,2023,FORD,F-150,10
WA,Mason,2023,JEEP,GRAND CHEROKEE,4
WA,Mason,2023,BMW,I4,2
WA,Mason,2023,BMW,I7,1
WA,Mason,2023,VOLKSWAGEN,ID.4,10
WA,Mason,2023,HYUNDAI,IONIQ 5,5
WA,Mason,2023,HYUNDAI,IONIQ 6,3
WA,Mason,2023,BMW,IX,3
WA,Mason,2023,HYUNDAI,KONA,3
WA,Mason,2023,NISSAN,LEAF,4
WA,Mason,2023,CADILLAC,LYRIQ,1
WA,Mason,2023,TESLA,MODEL 3,19
WA,Mason,2023,TESLA,MODEL S,3
WA,Mason,2023,TESLA,MODEL X,4
WA,Mason,2023,TESLA,MODEL Y,24
WA,Mason,2023,FORD,MUSTANG MACH-E,15
WA,Mason,2023,KIA,NIRO,4
WA,Mason,2023,FISKER,OCEAN,2
WA,Mason,2023,MITSUBISHI,OUTLANDER,1
WA,Mason,2023,CHRYSLER,PACIFICA,8
WA,Mason,2023,RIVIAN,R1S,8
WA,Mason,2023,RIVIAN,R1T,6
WA,Mason,2023,TOYOTA,RAV4 PRIME,4
WA,Mason,2023,LEXUS,RZ,1
WA,Mason,2023,HYUNDAI,SANTA FE,2
WA,Mason,2023,SUBARU,SOLTERRA,3
WA,Mason,2023,KIA,SORENTO,1
WA,Mason,2023,KIA,SPORTAGE,1
WA,Mason,2023,PORSCHE,TAYCAN,1
WA,Mason,2023,JEEP,WRANGLER,5
WA,Mason,2023,BMW,X5,1
WA,Mason,2023,VOLVO,XC40,2
WA,Mason,2023,VOLVO,XC60,2
WA,Mason,2024,NISSAN,ARIYA,4
WA,Mason,2024,CHEVROLET,BLAZER,5
WA,Mason,2024,TOYOTA,BZ4X,1
WA,Mason,2024,LINCOLN,CORSAIR,1
WA,Mason,2024,MAZDA,CX-90,8
WA,Mason,2024,TESLA,CYBERTRUCK,10
WA,Mason,2024,CHEVROLET,EQUINOX,9
WA,Mason,2024,FORD,ESCAPE,2
WA,Mason,2024,KIA,EV6,7
WA,Mason,2024,KIA,EV9,1
WA,Mason,2024,FORD,F-150,8
WA,Mason,2024,JEEP,GRAND CHEROKEE,2
WA,Mason,2024,MINI,HARDTOP,1
WA,Mason,2024,DODGE,HORNET,6
WA,Mason,2024,GMC,HUMMER EV PICKUP,1
WA,Mason,2024,GMC,HUMMER EV SUV,1
WA,Mason,2024,BMW,I4,2
WA,Mason,2024,VOLKSWAGEN,ID.4,4
WA,Mason,2024,HYUNDAI,IONIQ 5,5
WA,Mason,2024,NISSAN,LEAF,1
WA,Mason,2024,CADILLAC,LYRIQ,6
WA,Mason,2024,TESLA,MODEL 3,8
WA,Mason,2024,TESLA,MODEL S,2
WA,Mason,2024,TESLA,MODEL X,5
WA,Mason,2024,TESLA,MODEL Y,21
WA,Mason,2024,FORD,MUSTANG MACH-E,6
WA,Mason,2024,KIA,NIRO,1
WA,Mason,2024,CHRYSLER,PACIFICA,2
WA,Mason,2024,TOYOTA,PRIUS PRIME,3
WA,Mason,2024,HONDA,PROLOGUE,5
WA,Mason,2024,POLESTAR,PS2,1
WA,Mason,2024,AUDI,Q8,1
WA,Mason,2024,RIVIAN,R1S,1
WA,Mason,2024,RIVIAN,R1T,1
WA,Mason,2024,LAND ROVER,RANGE ROVER,1
WA,Mason,2024,TOYOTA,RAV4 PRIME,6
WA,Mason,2024,LEXUS,RX,2
WA,Mason,2024,LEXUS,RZ,2
WA,Mason,2024,VOLVO,S60,1
WA,Mason,2024,SUBARU,SOLTERRA,6
WA,Mason,2024,KIA,SPORTAGE,2
WA,Mason,2024,ALFA ROMEO,TONALE,1
WA,Mason,2024,HYUNDAI,TUCSON,3
WA,Mason,2024,JEEP,WAGONEER S,1
WA,Mason,2024,JEEP,WRANGLER,15
WA,Mason,2024,VOLVO,XC60,2
WA,Mason,2024,VOLVO,XC90,1
WA,Mason,2024,BMW,XM,1
WA,Mason,2025,TOYOTA,BZ4X,1
WA,Mason,2025,MAZDA,CX-70,2
WA,Mason,2025,CHEVROLET,EQUINOX,1
WA,Mason,2025,KIA,EV9,1
WA,Mason,2025,BMW,I4,2
WA,Mason,2025,BMW,I5,1
WA,Mason,2025,HYUNDAI,IONIQ 5,1
WA,Mason,2025,HYUNDAI,IONIQ 6,1
WA,Mason,2025,BMW,IX,1
WA,Mason,2025,NISSAN,LEAF,7
WA,Mason,2025,PORSCHE,MACAN,1
WA,Mason,2025,TESLA,MODEL 3,5
WA,Mason,2025,TESLA,MODEL S,1
WA,Mason,2025,TESLA,MODEL X,1
WA,Mason,2025,TESLA,MODEL Y,15
WA,Mason,2025,KIA,NIRO,3
WA,Mason,2025,LEXUS,NX,2
WA,Mason,2025,CADILLAC,OPTIQ,1
WA,Mason,2025,TOYOTA,PRIUS PHEV,1
WA,Mason,2025,AUDI,Q6,1
WA,Mason,2025,RIVIAN,R1S,3
WA,Mason,2025,RIVIAN,R1T,1
WA,Mason,2025,TOYOTA,RAV4 PHEV,2
WA,Mason,2025,KIA,SORENTO,1
WA,Mason,2025,KIA,SPORTAGE,3
WA,Mason,2025,BMW,X5,2
WA,Mason,2025,VOLVO,XC60,2
WA,Mason,2025,VOLVO,XC90,1
WA,Mason,2026,TESLA,MODEL Y,2
HI,Maui,2018,TESLA,MODEL 3,1
HI,Maui,2022,KIA,NIRO,1
KY,Meade,2021,VOLKSWAGEN,ID.4,1
TX,Medina,2022,TESLA,MODEL 3,1
NJ,Mercer,2014,CHEVROLET,VOLT,1
FL,Miami-Dade,2023,TESLA,MODEL 3,1
FL,Miami-Dade,2023,TESLA,MODEL Y,1
MA,Middlesex,2022,TESLA,MODEL 3,1
MA,Middlesex,2023,GENESIS,G80,1
MA,Middlesex,2023,TESLA,MODEL Y,1
MA,Middlesex,2024,HYUNDAI,IONIQ 5,1
CA,Monterey,2014,TESLA,MODEL S,1
CA,Monterey,2017,TOYOTA,PRIUS PRIME,1
CA,Monterey,2021,TOYOTA,RAV4 PRIME,1
CA,Monterey,2022,TOYOTA,PRIUS PRIME,1
CA,Monterey,2022,RIVIAN,R1T,1
CA,Monterey,2023,HYUNDAI,SANTA FE,1
CA,Monterey,2024,JEEP,WRANGLER,1
AL,Montgomery,2018,TESLA,MODEL 3,1
AL,Montgomery,2022,TOYOTA,RAV4 PRIME,1
MD,Montgomery,2017,TESLA,MODEL X,1
MD,Montgomery,2019,AUDI,E-TRON,1
MD,Montgomery,2021,CHRYSLER,PACIFICA,1
MD,Montgomery,2022,TESLA,MODEL Y,1
MD,Montgomery,2023,TESLA,MODEL Y,1
MD,Montgomery,2024,CADILLAC,LYRIQ,1
OH,Montgomery,2024,BMW,X5,1
TX,Montgomery,2018,CHEVROLET,BOLT EV,1
NC,Moore,2023,TESLA,MODEL 3,1
NC,Moore,2023,TESLA,MODEL S,1
OR,Multnomah,2018,BMW,"740E",1
OR,Multnomah,2022,TESLA,MODEL Y,1
OR,Multnomah,2023,VOLVO,XC40,1
GA,Muscogee,2020,TESLA,MODEL 3,1
GA,Muscogee,2021,TOYOTA,RAV4 PRIME,1
GA,Muscogee,2022,VOLVO,XC90,1
CT,New Haven,2014,FORD,FUSION,1
CT,New Haven,2018,CHRYSLER,PACIFICA,1
CT,New London,2015,CHEVROLET,VOLT,1
CT,New London,2016,VOLVO,XC90,1
CT,New London,2018,CHRYSLER,PACIFICA,1
CT,New London,2020,TESLA,MODEL 3,1
CT,New London,2021,TESLA,MODEL Y,1
CT,New London,2021,TOYOTA,RAV4 PRIME,1
CT,New London,2022,CHRYSLER,PACIFICA,1
CT,New London,2024,HYUNDAI,IONIQ 5,1
NY,New York,2018,TESLA,MODEL 3,1
NY,New York,2022,KIA,EV6,1
NY,New York,2024,TESLA,MODEL Y,1
RI,Newport,2014,FORD,FUSION,1
RI,Newport,2018,MITSUBISHI,OUTLANDER,1
RI,Newport,2022,RIVIAN,R1T,1
VA,Norfolk,2013,CHEVROLET,VOLT,1
TX,Nueces,2020,CHEVROLET,BOLT EV,1
TX,Nueces,2023,TESLA,MODEL X,1
FL,Okaloosa,2022,TOYOTA,RAV4 PRIME,1
WA,Okanogan,2011,NISSAN,LEAF,1
WA,Okanogan,2012,TOYOTA,PRIUS PHEV,4
WA,Okanogan,2012,CHEVROLET,VOLT,2
WA,Okanogan,2013,FORD,C-MAX,1
WA,Okanogan,2013,NISSAN,LEAF,3
WA,Okanogan,2014,TESLA,MODEL S,1
WA,Okanogan,2014,CHEVROLET,VOLT,3
WA,Okanogan,2015,TESLA,MODEL S,1
WA,Okanogan,2015,CHEVROLET,SPARK,1
WA,Okanogan,2015,CHEVROLET,VOLT,1
WA,Okanogan,2016,BMW,I3,1
WA,Okanogan,2016,TESLA,MODEL X,2
WA,Okanogan,2017,CHEVROLET,BOLT EV,4
WA,Okanogan,2017,PORSCHE,CAYENNE,1
WA,Okanogan,2017,TESLA,MODEL 3,1
WA,Okanogan,2017,TESLA,MODEL X,2
WA,Okanogan,2017,TOYOTA,PRIUS PRIME,3
WA,Okanogan,2017,CHEVROLET,VOLT,5
WA,Okanogan,2017,VOLVO,XC90,1
WA,Okanogan,2018,AUDI,A3,1
WA,Okanogan,2018,CHEVROLET,BOLT EV,1
WA,Okanogan,2018,HONDA,CLARITY,2
WA,Okanogan,2018,FORD,FUSION,1
WA,Okanogan,2018,TESLA,MODEL 3,5
WA,Okanogan,2018,TESLA,MODEL X,1
WA,Okanogan,2018,MITSUBISHI,OUTLANDER,2
WA,Okanogan,2018,CHRYSLER,PACIFICA,2
WA,Okanogan,2018,TOYOTA,PRIUS PRIME,2
WA,Okanogan,2018,CHEVROLET,VOLT,1
WA,Okanogan,2019,CHEVROLET,BOLT EV,2
WA,Okanogan,2019,HONDA,CLARITY,1
WA,Okanogan,2019,MINI,COUNTRYMAN,1
WA,Okanogan,2019,VOLKSWAGEN,E-GOLF,1
WA,Okanogan,2019,AUDI,E-TRON,1
WA,Okanogan,2019,FORD,FUSION,1
WA,Okanogan,2019,NISSAN,LEAF,1
WA,Okanogan,2019,TESLA,MODEL 3,5
WA,Okanogan,2019,CHRYSLER,PACIFICA,1
WA,Okanogan,2019,VOLVO,XC90,1
WA,Okanogan,2020,CHEVROLET,BOLT EV,6
WA,Okanogan,2020,NISSAN,LEAF,2
WA,Okanogan,2020,TESLA,MODEL 3,4
WA,Okanogan,2020,TESLA,MODEL S,2
WA,Okanogan,2020,TESLA,MODEL X,1
WA,Okanogan,2020,TESLA,MODEL Y,4
WA,Okanogan,2020,TOYOTA,PRIUS PRIME,1
WA,Okanogan,2021,CHEVROLET,BOLT EV,2
WA,Okanogan,2021,VOLKSWAGEN,ID.4,3
WA,Okanogan,2021,NISSAN,LEAF,1
WA,Okanogan,2021,TESLA,MODEL 3,6
WA,Okanogan,2021,TESLA,MODEL Y,8
WA,Okanogan,2021,FORD,MUSTANG MACH-E,2
WA,Okanogan,2021,MITSUBISHI,OUTLANDER,1
WA,Okanogan,2021,CHRYSLER,PACIFICA,2
WA,Okanogan,2021,TOYOTA,RAV4 PRIME,8
WA,Okanogan,2021,JEEP,WRANGLER,3
WA,Okanogan,2021,VOLVO,XC40,1
WA,Okanogan,2021,VOLVO,XC90,1
WA,Okanogan,2022,CHEVROLET,BOLT EUV,2
WA,Okanogan,2022,LINCOLN,CORSAIR,1
WA,Okanogan,2022,FORD,ESCAPE,1
WA,Okanogan,2022,KIA,EV6,1
WA,Okanogan,2022,FORD,F-150,1
WA,Okanogan,2022,JEEP,GRAND CHEROKEE,1
WA,Okanogan,2022,VOLKSWAGEN,ID.4,1
WA,Okanogan,2022,HYUNDAI,IONIQ 5,1
WA,Okanogan,2022,NISSAN,LEAF,3
WA,Okanogan,2022,TESLA,MODEL Y,11
WA,Okanogan,2022,FORD,MUSTANG MACH-E,2
WA,Okanogan,2022,CHRYSLER,PACIFICA,3
WA,Okanogan,2022,TOYOTA,PRIUS PRIME,1
WA,Okanogan,2022,POLESTAR,PS2,1
WA,Okanogan,2022,RIVIAN,R1T,5
WA,Okanogan,2022,TOYOTA,RAV4 PRIME,1
WA,Okanogan,2022,KIA,SORENTO,1
WA,Okanogan,2022,BMW,X5,1
WA,Okanogan,2022,VOLVO,XC60,1
WA,Okanogan,2022,VOLVO,XC90,1
WA,Okanogan,2023,CHEVROLET,BOLT EUV,4
WA,Okanogan,2023,CHEVROLET,BOLT EV,2
WA,Okanogan,2023,VOLVO,C40,2
WA,Okanogan,2023,LINCOLN,CORSAIR,1
WA,Okanogan,2023,KIA,EV6,1
WA,Okanogan,2023,FORD,F-150,6
WA,Okanogan,2023,GENESIS,GV60,1
WA,Okanogan,2023,VOLKSWAGEN,ID.4,7
WA,Okanogan,2023,HYUNDAI,IONIQ 5,3
WA,Okanogan,2023,TESLA,MODEL 3,3
WA,Okanogan,2023,TESLA,MODEL S,1
WA,Okanogan,2023,TESLA,MODEL Y,10
WA,Okanogan,2023,FORD,MUSTANG MACH-E,6
WA,Okanogan,2023,LEXUS,NX,1
WA,Okanogan,2023,MITSUBISHI,OUTLANDER,1
WA,Okanogan,2023,POLESTAR,PS2,1
WA,Okanogan,2023,RIVIAN,R1S,4
WA,Okanogan,2023,RIVIAN,R1T,4
WA,Okanogan,2023,TOYOTA,RAV4 PRIME,5
WA,Okanogan,2023,SUBARU,SOLTERRA,4
WA,Okanogan,2023,KIA,SORENTO,1
WA,Okanogan,2023,VOLVO,XC60,3
WA,Okanogan,2024,CHEVROLET,BLAZER,6
WA,Okanogan,2024,MAZDA,CX-90,2
WA,Okanogan,2024,TESLA,CYBERTRUCK,6
WA,Okanogan,2024,CHEVROLET,EQUINOX,3
WA,Okanogan,2024,FORD,ESCAPE,1
WA,Okanogan,2024,KIA,EV6,1
WA,Okanogan,2024,KIA,EV9,3
WA,Okanogan,2024,FORD,F-150,6
WA,Okanogan,2024,MERCEDES-BENZ,GLE-CLASS,1
WA,Okanogan,2024,JEEP,GRAND CHEROKEE,1
WA,Okanogan,2024,MINI,HARDTOP,1
WA,Okanogan,2024,GMC,HUMMER EV PICKUP,1
WA,Okanogan,2024,VOLKSWAGEN,ID.4,3
WA,Okanogan,2024,HYUNDAI,IONIQ 6,1
WA,Okanogan,2024,CADILLAC,LYRIQ,2
WA,Okanogan,2024,TESLA,MODEL Y,8
WA,Okanogan,2024,FORD,MUSTANG MACH-E,2
WA,Okanogan,2024,TOYOTA,PRIUS PRIME,1
WA,Okanogan,2024,HONDA,PROLOGUE,2
WA,Okanogan,2024,POLESTAR,PS2,1
WA,Okanogan,2024,AUDI,Q5 E,2
WA,Okanogan,2024,RIVIAN,R1S,3
WA,Okanogan,2024,TOYOTA,RAV4 PRIME,7
WA,Okanogan,2024,LEXUS,RX,1
WA,Okanogan,2024,SUBARU,SOLTERRA,2
WA,Okanogan,2024,HYUNDAI,TUCSON,1
WA,Okanogan,2024,JEEP,WRANGLER,7
WA,Okanogan,2025,CHEVROLET,BLAZER,1
WA,Okanogan,2025,TESLA,CYBERTRUCK,1
WA,Okanogan,2025,CHEVROLET,EQUINOX,2
WA,Okanogan,2025,GMC,HUMMER EV SUV,1
WA,Okanogan,2025,HYUNDAI,IONIQ 5 N,1
WA,Okanogan,2025,PORSCHE,MACAN,1
WA,Okanogan,2025,TESLA,MODEL Y,4
WA,Okanogan,2025,MITSUBISHI,OUTLANDER,1
WA,Okanogan,2025,RIVIAN,R1S,4
WA,Okanogan,2025,RIVIAN,R1T,3
WA,Okanogan,2025,TOYOTA,RAV4 PHEV,2
WA,Okanogan,2025,VOLVO,XC60,1
WA,Okanogan,2026,TESLA,MODEL Y,1
KY,Oldham,2018,CHRYSLER,PACIFICA,1
CA,Orange,2015,TESLA,MODEL S,1
CA,Orange,2016,FORD,FUSION,1
CA,Orange,2016,TESLA,MODEL X,1
CA,Orange,2020,TESLA,MODEL Y,1
CA,Orange,2022,TESLA,MODEL Y,1
CA,Orange,2023,GENESIS,GV60,1
CA,Orange,2023,TESLA,MODEL 3,1
CA,Orange,2023,TESLA,MODEL Y,1
CA,Orange,2023,HYUNDAI,SANTA FE,1
FL,Orange,2016,TESLA,MODEL S,1
FL,Orange,2018,TESLA,MODEL X,1
FL,Orange,2021,TESLA,MODEL 3,1
FL,Orange,2022,TESLA,MODEL Y,1
FL,Orange,2023,JEEP,GRAND CHEROKEE,1
NY,Orange,2022,TESLA,MODEL Y,1
FL,Osceola,2023,TESLA,MODEL 3,1
NM,Otero,2023,JEEP,GRAND CHEROKEE,1
WA,Pacific,2011,NISSAN,LEAF,1
WA,Pacific,2012,TESLA,MODEL S,1
WA,Pacific,2012,TOYOTA,PRIUS PHEV,2
WA,Pacific,2012,CHEVROLET,VOLT,1
WA,Pacific,2013,FORD,C-MAX,1
WA,Pacific,2013,FORD,FUSION,1
WA,Pacific,2013,NISSAN,LEAF,1
WA,Pacific,2013,CHEVROLET,VOLT,2
WA,Pacific,2014,CADILLAC,ELR,1
WA,Pacific,2014,CHEVROLET,VOLT,2
WA,Pacific,2015,BMW,I3,1
WA,Pacific,2015,NISSAN,LEAF,3
WA,Pacific,2015,TESLA,MODEL S,2
WA,Pacific,2015,CHEVROLET,VOLT,2
WA,Pacific,2016,FORD,FUSION,1
WA,Pacific,2016,BMW,I3,1
WA,Pacific,2016,TESLA,MODEL S,3
WA,Pacific,2016,CHEVROLET,VOLT,1
WA,Pacific,2017,CHEVROLET,BOLT EV,2
WA,Pacific,2017,FORD,C-MAX,3
WA,Pacific,2017,TESLA,MODEL S,1
WA,Pacific,2017,TESLA,MODEL X,1
WA,Pacific,2017,TOYOTA,PRIUS PRIME,5
WA,Pacific,2017,HYUNDAI,SONATA,1
WA,Pacific,2017,CHEVROLET,VOLT,2
WA,Pacific,2018,NISSAN,LEAF,1
WA,Pacific,2018,TESLA,MODEL 3,5
WA,Pacific,2018,KIA,NIRO,1
WA,Pacific,2018,MITSUBISHI,OUTLANDER,1
WA,Pacific,2018,CHRYSLER,PACIFICA,1
WA,Pacific,2018,TOYOTA,PRIUS PRIME,2
WA,Pacific,2018,VOLVO,S90,1
WA,Pacific,2018,KIA,SOUL,1
WA,Pacific,2018,CHEVROLET,VOLT,3
WA,Pacific,2018,BMW,X5,1
WA,Pacific,2019,CHEVROLET,BOLT EV,1
WA,Pacific,2019,MINI,COUNTRYMAN,1
WA,Pacific,2019,AUDI,E-TRON,1
WA,Pacific,2019,MERCEDES-BENZ,GLC-CLASS,1
WA,Pacific,2019,NISSAN,LEAF,2
WA,Pacific,2019,TESLA,MODEL 3,3
WA,Pacific,2019,KIA,NIRO,1
WA,Pacific,2019,TOYOTA,PRIUS PRIME,2
WA,Pacific,2020,CHEVROLET,BOLT EV,4
WA,Pacific,2020,HYUNDAI,IONIQ,1
WA,Pacific,2020,NISSAN,LEAF,1
WA,Pacific,2020,TESLA,MODEL 3,3
WA,Pacific,2020,TESLA,MODEL Y,2
WA,Pacific,2020,KIA,NIRO,2
WA,Pacific,2020,TOYOTA,PRIUS PRIME,2
WA,Pacific,2021,CHEVROLET,BOLT EV,3
WA,Pacific,2021,HYUNDAI,IONIQ,1
WA,Pacific,2021,HYUNDAI,KONA,1
WA,Pacific,2021,NISSAN,LEAF,1
WA,Pacific,2021,TESLA,MODEL Y,3
WA,Pacific,2021,FORD,MUSTANG MACH-E,3
WA,Pacific,2021,CHRYSLER,PACIFICA,2
WA,Pacific,2021,TOYOTA,PRIUS PRIME,2
WA,Pacific,2021,TOYOTA,RAV4 PRIME,3
WA,Pacific,2021,JEEP,WRANGLER,3
WA,Pacific,2021,BMW,X3,1
WA,Pacific,2022,CHEVROLET,BOLT EV,2
WA,Pacific,2022,FORD,ESCAPE,1
WA,Pacific,2022,KIA,EV6,2
WA,Pacific,2022,FORD,F-150,2
WA,Pacific,2022,JEEP,GRAND CHEROKEE,2
WA,Pacific,2022,VOLKSWAGEN,ID.4,2
WA,Pacific,2022,HYUNDAI,IONIQ 5,1
WA,Pacific,2022,NISSAN,LEAF,1
WA,Pacific,2022,TESLA,MODEL 3,2
WA,Pacific,2022,TESLA,MODEL S,1
WA,Pacific,2022,TESLA,MODEL Y,4
WA,Pacific,2022,FORD,MUSTANG MACH-E,1
WA,Pacific,2022,KIA,NIRO,4
WA,Pacific,2022,CHRYSLER,PACIFICA,2
WA,Pacific,2022,TOYOTA,PRIUS PRIME,1
WA,Pacific,2022,POLESTAR,PS2,1
WA,Pacific,2022,TOYOTA,RAV4 PRIME,3
WA,Pacific,2022,VOLVO,S60,1
WA,Pacific,2022,KIA,SORENTO,1
WA,Pacific,2022,VOLVO,XC60,1
WA,Pacific,2023,CHEVROLET,BOLT EV,3
WA,Pacific,2023,TOYOTA,BZ4X,1
WA,Pacific,2023,MERCEDES-BENZ,EQS-CLASS SUV,1
WA,Pacific,2023,FORD,ESCAPE,1
WA,Pacific,2023,KIA,EV6,2
WA,Pacific,2023,FORD,F-150,7
WA,Pacific,2023,GENESIS,GV60,1
WA,Pacific,2023,HYUNDAI,IONIQ 5,2
WA,Pacific,2023,HYUNDAI,KONA,1
WA,Pacific,2023,TESLA,MODEL 3,7
WA,Pacific,2023,TESLA,MODEL Y,7
WA,Pacific,2023,FORD,MUSTANG MACH-E,5
WA,Pacific,2023,KIA,NIRO,2
WA,Pacific,2023,CHRYSLER,PACIFICA,3
WA,Pacific,2023,AUDI,Q5 E,1
WA,Pacific,2023,RIVIAN,R1S,1
WA,Pacific,2023,RIVIAN,R1T,1
WA,Pacific,2023,TOYOTA,RAV4 PRIME,8
WA,Pacific,2023,HYUNDAI,SANTA FE,1
WA,Pacific,2023,SUBARU,SOLTERRA,2
WA,Pacific,2023,JEEP,WRANGLER,6
WA,Pacific,2023,VOLVO,XC90,1
WA,Pacific,2024,CHEVROLET,BLAZER,2
WA,Pacific,2024,TOYOTA,BZ4X,2
WA,Pacific,2024,TESLA,CYBERTRUCK,2
WA,Pacific,2024,KIA,EV6,7
WA,Pacific,2024,KIA,EV9,1
WA,Pacific,2024,FORD,F-150,3
WA,Pacific,2024,DODGE,HORNET,3
WA,Pacific,2024,NISSAN,LEAF,1
WA,Pacific,2024,CADILLAC,LYRIQ,3
WA,Pacific,2024,TESLA,MODEL 3,2
WA,Pacific,2024,TESLA,MODEL Y,3
WA,Pacific,2024,FORD,MUSTANG MACH-E,1
WA,Pacific,2024,KIA,NIRO,5
WA,Pacific,2024,MITSUBISHI,OUTLANDER,1
WA,Pacific,2024,TOYOTA,PRIUS PRIME,4
WA,Pacific,2024,AUDI,Q8,1
WA,Pacific,2024,RIVIAN,R1S,1
WA,Pacific,2024,TOYOTA,RAV4 PRIME,2
WA,Pacific,2024,KIA,SPORTAGE,4
WA,Pacific,2024,ALFA ROMEO,TONALE,1
WA,Pacific,2024,HYUNDAI,TUCSON,1
WA,Pacific,2024,LEXUS,TX,1
WA,Pacific,2024,JEEP,WRANGLER,4
WA,Pacific,2024,BMW,X5,1
WA,Pacific,2024,ACURA,ZDX,1
WA,Pacific,2025,TOYOTA,BZ4X,2
WA,Pacific,2025,TESLA,CYBERTRUCK,1
WA,Pacific,2025,CHEVROLET,EQUINOX,2
WA,Pacific,2025,BMW,I4,1
WA,Pacific,2025,HYUNDAI,KONA,1
WA,Pacific,2025,TESLA,MODEL 3,2
WA,Pacific,2025,TESLA,MODEL Y,3
WA,Pacific,2025,LEXUS,NX,1
WA,Pacific,2025,RIVIAN,R1S,1
WA,Pacific,2025,TOYOTA,RAV4 PHEV,3
WA,Pacific,2025,KIA,SPORTAGE,1
WA,Pacific,2026,TESLA,MODEL Y,1
FL,Palm Beach,2020,TESLA,MODEL Y,1
WA,Pend Oreille,2013,NISSAN,LEAF,1
WA,Pend Oreille,2013,CHEVROLET,VOLT,1
WA,Pend Oreille,2014,TOYOTA,PRIUS PHEV,1
WA,Pend Oreille,2016,FORD,C-MAX,1
WA,Pend Oreille,2017,CHEVROLET,BOLT EV,2
WA,Pend Oreille,2017,BMW,I3,1
WA,Pend Oreille,2017,NISSAN,LEAF,1
WA,Pend Oreille,2017,TESLA,MODEL 3,1
WA,Pend Oreille,2018,BMW,I3,1
WA,Pend Oreille,2018,TESLA,MODEL 3,1
WA,Pend Oreille,2018,TESLA,MODEL S,1
WA,Pend Oreille,2018,TESLA,MODEL X,1
WA,Pend Oreille,2018,CHEVROLET,VOLT,1
WA,Pend Oreille,2019,CHEVROLET,BOLT EV,1
WA,Pend Oreille,2019,FORD,FUSION,1
WA,Pend Oreille,2019,NISSAN,LEAF,1
WA,Pend Oreille,2020,LINCOLN,AVIATOR,1
WA,Pend Oreille,2020,TESLA,MODEL 3,1
WA,Pend Oreille,2020,TESLA,MODEL X,1
WA,Pend Oreille,2020,TESLA,MODEL Y,1
WA,Pend Oreille,2020,TOYOTA,PRIUS PRIME,1
WA,Pend Oreille,2021,TESLA,MODEL 3,2
WA,Pend Oreille,2021,TESLA,MODEL Y,5
WA,Pend Oreille,2021,FORD,MUSTANG MACH-E,1
WA,Pend Oreille,2021,MITSUBISHI,OUTLANDER,1
WA,Pend Oreille,2022,AUDI,E-TRON,1
WA,Pend Oreille,2022,TESLA,MODEL 3,1
WA,Pend Oreille,2022,FORD,MUSTANG MACH-E,1
WA,Pend Oreille,2022,CHRYSLER,PACIFICA,1
WA,Pend Oreille,2022,JEEP,WRANGLER,1
WA,Pend Oreille,2023,NISSAN,ARIYA,1
WA,Pend Oreille,2023,KIA,EV6,2
WA,Pend Oreille,2023,FORD,F-150,2
WA,Pend Oreille,2023,JEEP,GRAND CHEROKEE,2
WA,Pend Oreille,2023,HYUNDAI,IONIQ 5,1
WA,Pend Oreille,2023,NISSAN,LEAF,1
WA,Pend Oreille,2023,TESLA,MODEL Y,3
WA,Pend Oreille,2023,FORD,MUSTANG MACH-E,1
WA,Pend Oreille,2023,KIA,NIRO,1
WA,Pend Oreille,2023,RIVIAN,R1T,1
WA,Pend Oreille,2023,SUBARU,SOLTERRA,1
WA,Pend Oreille,2023,FORD,TRANSIT,1
WA,Pend Oreille,2023,JEEP,WRANGLER,1
WA,Pend Oreille,2024,CHEVROLET,BLAZER,4
WA,Pend Oreille,2024,MAZDA,CX-90,1
WA,Pend Oreille,2024,TESLA,CYBERTRUCK,2
WA,Pend Oreille,2024,MERCEDES-BENZ,EQS-CLASS SEDAN,1
WA,Pend Oreille,2024,CHEVROLET,EQUINOX,1
WA,Pend Oreille,2024,KIA,EV9,1
WA,Pend Oreille,2024,GMC,HUMMER EV SUV,1
