"State","County","Model Year","Make","Model","TTL_VEHICLES"
AK,Anchorage,2021,TESLA,MODEL Y,1
MD,Anne Arundel,2017,TESLA,MODEL X,1
MD,Anne Arundel,2018,HONDA,CLARITY,1
MD,Anne Arundel,2021,CHEVROLET,BOLT EV,1
MD,Anne Arundel,2022,FORD,F-150,1
MD,Anne Arundel,2022,BMW,X5,1
MD,Anne Arundel,2023,JEEP,GRAND CHEROKEE,1
MD,Anne Arundel,2023,TESLA,MODEL Y,1
MD,Anne Arundel,2024,GMC,HUMMER EV SUV,1
MD,Anne Arundel,2024,BMW,I4,1
CO,Arapahoe,2022,BMW,"330E",1
CO,Arapahoe,2023,BMW,IX,1
CO,Arapahoe,2024,TESLA,MODEL Y,1
VA,Arlington,2019,TESLA,MODEL 3,1
VA,Arlington,2021,TESLA,MODEL 3,1
VA,Arlington,2022,FORD,MUSTANG MACH-E,1
WA,Asotin,2012,TOYOTA,PRIUS PHEV,1
WA,Asotin,2013,NISSAN,LEAF,2
WA,Asotin,2014,NISSAN,LEAF,2
WA,Asotin,2014,TESLA,MODEL S,1
WA,Asotin,2014,TOYOTA,PRIUS PHEV,1
WA,Asotin,2015,NISSAN,LEAF,1
WA,Asotin,2016,FORD,C-MAX,1
WA,Asotin,2017,TESLA,MODEL X,1
WA,Asotin,2017,CHEVROLET,VOLT,2
WA,Asotin,2018,CHEVROLET,BOLT EV,1
WA,Asotin,2018,MINI,COUNTRYMAN,1
WA,Asotin,2018,TESLA,MODEL 3,1
WA,Asotin,2018,TESLA,MODEL X,1
WA,Asotin,2018,CHRYSLER,PACIFICA,1
WA,Asotin,2018,TOYOTA,PRIUS PRIME,1
WA,Asotin,2019,TESLA,MODEL 3,1
WA,Asotin,2020,TESLA,MODEL 3,3
WA,Asotin,2020,TESLA,MODEL S,1
WA,Asotin,2020,TESLA,MODEL Y,1
WA,Asotin,2021,VOLKSWAGEN,ID.4,1
WA,Asotin,2021,TESLA,MODEL S,1
WA,Asotin,2021,TOYOTA,PRIUS PRIME,3
WA,Asotin,2021,TOYOTA,RAV4 PRIME,1
WA,Asotin,2021,JEEP,WRANGLER,2
WA,Asotin,2022,FORD,F-150,1
WA,Asotin,2022,JEEP,GRAND CHEROKEE,1
WA,Asotin,2022,HYUNDAI,IONIQ 5,1
WA,Asotin,2022,TESLA,MODEL 3,5
WA,Asotin,2022,TESLA,MODEL S,1
WA,Asotin,2022,TESLA,MODEL Y,1
WA,Asotin,2022,FORD,MUSTANG MACH-E,1
WA,Asotin,2022,KIA,NIRO,1
WA,Asotin,2022,TOYOTA,PRIUS PRIME,1
WA,Asotin,2022,TOYOTA,RAV4 PRIME,1
WA,Asotin,2022,VOLVO,S60,1
WA,Asotin,2022,VOLVO,XC60,1
WA,Asotin,2023,LUCID,AIR,1
WA,Asotin,2023,CHEVROLET,BOLT EUV,2
WA,Asotin,2023,CHEVROLET,BOLT EV,4
WA,Asotin,2023,TOYOTA,BZ4X,2
WA,Asotin,2023,KIA,EV6,1
WA,Asotin,2023,FORD,F-150,1
WA,Asotin,2023,JEEP,GRAND CHEROKEE,1
WA,Asotin,2023,HYUNDAI,IONIQ 5,1
WA,Asotin,2023,TESLA,MODEL 3,1
WA,Asotin,2023,TESLA,MODEL Y,4
WA,Asotin,2023,FORD,MUSTANG MACH-E,3
WA,Asotin,2023,CHRYSLER,PACIFICA,1
WA,Asotin,2023,TOYOTA,RAV4 PRIME,3
WA,Asotin,2023,SUBARU,SOLTERRA,1
WA,Asotin,2023,JEEP,WRANGLER,2
WA,Asotin,2024,CHEVROLET,BLAZER,3
WA,Asotin,2024,TOYOTA,BZ4X,1
WA,Asotin,2024,TESLA,CYBERTRUCK,2
WA,Asotin,2024,KIA,EV9,1
WA,Asotin,2024,FORD,F-150,1
WA,Asotin,2024,DODGE,HORNET,1
WA,Asotin,2024,TESLA,MODEL Y,3
WA,Asotin,2024,LEXUS,NX,1
WA,Asotin,2024,TOYOTA,PRIUS PRIME,1
WA,Asotin,2024,HONDA,PROLOGUE,2
WA,Asotin,2024,AUDI,Q8,1
WA,Asotin,2024,TOYOTA,RAV4 PRIME,2
WA,Asotin,2024,JEEP,WRANGLER,1
WA,Asotin,2025,CHEVROLET,EQUINOX,1
WA,Asotin,2025,LEXUS,RX,1
NJ,Atlantic,2023,TESLA,MODEL Y,1
AL,Autauga,2021,VOLKSWAGEN,ID.4,1
AL,Autauga,2022,JEEP,GRAND CHEROKEE,1
AL,Autauga,2023,TOYOTA,PRIUS PRIME,1
MD,Baltimore,2020,TESLA,MODEL 3,1
ID,Bannock,2020,TESLA,MODEL Y,1
SC,Beaufort,2022,TESLA,MODEL 3,1
TX,Bell,2023,TESLA,MODEL Y,1
WA,Benton,2011,NISSAN,LEAF,6
WA,Benton,2012,MITSUBISHI,I-MIEV,1
WA,Benton,2012,NISSAN,LEAF,8
WA,Benton,2012,TESLA,MODEL S,2
WA,Benton,2012,TOYOTA,PRIUS PHEV,4
WA,Benton,2012,CHEVROLET,VOLT,10
WA,Benton,2013,FORD,C-MAX,5
WA,Benton,2013,FORD,FUSION,2
WA,Benton,2013,NISSAN,LEAF,9
WA,Benton,2013,TESLA,MODEL S,9
WA,Benton,2013,TOYOTA,PRIUS PHEV,4
WA,Benton,2013,CHEVROLET,VOLT,16
WA,Benton,2014,FIAT,"500",2
WA,Benton,2014,FORD,C-MAX,4
WA,Benton,2014,CADILLAC,ELR,6
WA,Benton,2014,FORD,FOCUS,5
WA,Benton,2014,FORD,FUSION,4
WA,Benton,2014,MITSUBISHI,I-MIEV,2
WA,Benton,2014,BMW,I3,5
WA,Benton,2014,BMW,I8,1
WA,Benton,2014,NISSAN,LEAF,6
WA,Benton,2014,TESLA,MODEL S,3
WA,Benton,2014,TOYOTA,PRIUS PHEV,4
WA,Benton,2014,CHEVROLET,SPARK,2
WA,Benton,2014,CHEVROLET,VOLT,12
WA,Benton,2015,FORD,C-MAX,3
WA,Benton,2015,VOLKSWAGEN,E-GOLF,1
WA,Benton,2015,FORD,FUSION,6
WA,Benton,2015,BMW,I3,4
WA,Benton,2015,BMW,I8,1
WA,Benton,2015,NISSAN,LEAF,6
WA,Benton,2015,TESLA,MODEL S,9
WA,Benton,2015,TOYOTA,PRIUS PHEV,2
WA,Benton,2015,CHEVROLET,SPARK,1
WA,Benton,2015,CHEVROLET,VOLT,11
WA,Benton,2016,FIAT,"500",1
WA,Benton,2016,FORD,C-MAX,4
WA,Benton,2016,PORSCHE,CAYENNE,1
WA,Benton,2016,VOLKSWAGEN,E-GOLF,2
WA,Benton,2016,FORD,FUSION,11
WA,Benton,2016,MITSUBISHI,I-MIEV,1
WA,Benton,2016,BMW,I3,1
WA,Benton,2016,BMW,I8,1
WA,Benton,2016,NISSAN,LEAF,6
WA,Benton,2016,TESLA,MODEL S,10
WA,Benton,2016,TESLA,MODEL X,3
WA,Benton,2016,KIA,SOUL,2
WA,Benton,2016,CHEVROLET,SPARK,2
WA,Benton,2016,CHEVROLET,VOLT,6
WA,Benton,2016,VOLVO,XC90,1
WA,Benton,2017,BMW,"330E",2
WA,Benton,2017,FIAT,"500",1
WA,Benton,2017,AUDI,A3,1
WA,Benton,2017,CHEVROLET,BOLT EV,16
WA,Benton,2017,FORD,C-MAX,4
WA,Benton,2017,PORSCHE,CAYENNE,1
WA,Benton,2017,FORD,FOCUS,2
WA,Benton,2017,FORD,FUSION,9
WA,Benton,2017,BMW,I3,4
WA,Benton,2017,NISSAN,LEAF,7
WA,Benton,2017,TESLA,MODEL 3,1
WA,Benton,2017,TESLA,MODEL S,10
WA,Benton,2017,TESLA,MODEL X,8
WA,Benton,2017,CHRYSLER,PACIFICA,1
WA,Benton,2017,TOYOTA,PRIUS PRIME,8
WA,Benton,2017,HYUNDAI,SONATA,2
WA,Benton,2017,KIA,SOUL,2
WA,Benton,2017,CHEVROLET,VOLT,20
WA,Benton,2017,BMW,X5,1
WA,Benton,2017,VOLVO,XC90,1
WA,Benton,2018,BMW,"530E",3
WA,Benton,2018,CHEVROLET,BOLT EV,7
WA,Benton,2018,HONDA,CLARITY,10
WA,Benton,2018,MINI,COUNTRYMAN,1
WA,Benton,2018,FORD,FUSION,2
WA,Benton,2018,HYUNDAI,IONIQ,1
WA,Benton,2018,NISSAN,LEAF,5
WA,Benton,2018,TESLA,MODEL 3,21
WA,Benton,2018,TESLA,MODEL S,10
WA,Benton,2018,TESLA,MODEL X,9
WA,Benton,2018,KIA,NIRO,1
WA,Benton,2018,KIA,OPTIMA,1
WA,Benton,2018,MITSUBISHI,OUTLANDER,3
WA,Benton,2018,CHRYSLER,PACIFICA,14
WA,Benton,2018,TOYOTA,PRIUS PRIME,8
WA,Benton,2018,VOLVO,S90,1
WA,Benton,2018,CHEVROLET,VOLT,15
WA,Benton,2018,BMW,X5,1
WA,Benton,2018,VOLVO,XC60,1
WA,Benton,2018,VOLVO,XC90,2
WA,Benton,2019,BMW,"530E",2
WA,Benton,2019,CHEVROLET,BOLT EV,19
WA,Benton,2019,PORSCHE,CAYENNE,1
WA,Benton,2019,HONDA,CLARITY,3
WA,Benton,2019,SUBARU,CROSSTREK,5
WA,Benton,2019,VOLKSWAGEN,E-GOLF,5
WA,Benton,2019,AUDI,E-TRON,1
WA,Benton,2019,FORD,FUSION,3
WA,Benton,2019,MERCEDES-BENZ,GLC-CLASS,3
WA,Benton,2019,JAGUAR,I-PACE,3
WA,Benton,2019,BMW,I3,1
WA,Benton,2019,BMW,I8,1
WA,Benton,2019,HYUNDAI,IONIQ,1
WA,Benton,2019,HYUNDAI,KONA,1
WA,Benton,2019,NISSAN,LEAF,7
WA,Benton,2019,TESLA,MODEL 3,22
WA,Benton,2019,TESLA,MODEL S,6
WA,Benton,2019,TESLA,MODEL X,4
WA,Benton,2019,KIA,NIRO,3
WA,Benton,2019,MITSUBISHI,OUTLANDER,3
WA,Benton,2019,TOYOTA,PRIUS PRIME,5
WA,Benton,2019,CHEVROLET,VOLT,5
WA,Benton,2019,VOLVO,XC60,1
WA,Benton,2020,BMW,"530E",1
WA,Benton,2020,CHEVROLET,BOLT EV,15
WA,Benton,2020,HONDA,CLARITY,1
WA,Benton,2020,FORD,FUSION,1
WA,Benton,2020,BMW,I3,1
WA,Benton,2020,HYUNDAI,KONA,4
WA,Benton,2020,NISSAN,LEAF,3
WA,Benton,2020,TESLA,MODEL 3,29
WA,Benton,2020,TESLA,MODEL S,7
WA,Benton,2020,TESLA,MODEL X,9
WA,Benton,2020,TESLA,MODEL Y,16
WA,Benton,2020,KIA,NIRO,1
WA,Benton,2020,MITSUBISHI,OUTLANDER,2
WA,Benton,2020,CHRYSLER,PACIFICA,7
WA,Benton,2020,TOYOTA,PRIUS PRIME,6
WA,Benton,2020,AUDI,Q5 E,1
WA,Benton,2020,BMW,X3,2
WA,Benton,2020,VOLVO,XC90,1
WA,Benton,2021,BMW,"330E",1
WA,Benton,2021,BMW,"745E",1
WA,Benton,2021,CHEVROLET,BOLT EV,9
WA,Benton,2021,PORSCHE,CAYENNE,1
WA,Benton,2021,AUDI,E-TRON SPORTBACK,2
WA,Benton,2021,VOLKSWAGEN,ID.4,9
WA,Benton,2021,HYUNDAI,KONA,4
WA,Benton,2021,NISSAN,LEAF,2
WA,Benton,2021,TESLA,MODEL 3,26
WA,Benton,2021,TESLA,MODEL S,10
WA,Benton,2021,TESLA,MODEL Y,25
WA,Benton,2021,FORD,MUSTANG MACH-E,11
WA,Benton,2021,KIA,NIRO,1
WA,Benton,2021,MITSUBISHI,OUTLANDER,1
WA,Benton,2021,CHRYSLER,PACIFICA,8
WA,Benton,2021,TOYOTA,PRIUS PRIME,6
WA,Benton,2021,POLESTAR,PS2,2
WA,Benton,2021,AUDI,Q5 E,5
WA,Benton,2021,TOYOTA,RAV4 PRIME,14
WA,Benton,2021,VOLVO,S60,1
WA,Benton,2021,PORSCHE,TAYCAN,2
WA,Benton,2021,JEEP,WRANGLER,12
WA,Benton,2021,BMW,X5,3
WA,Benton,2021,VOLVO,XC40,1
WA,Benton,2021,VOLVO,XC60,3
WA,Benton,2021,VOLVO,XC90,1
WA,Benton,2022,BMW,"330E",1
WA,Benton,2022,LUCID,AIR,3
WA,Benton,2022,CHEVROLET,BOLT EUV,11
WA,Benton,2022,CHEVROLET,BOLT EV,4
WA,Benton,2022,VOLVO,C40,1
WA,Benton,2022,AUDI,E-TRON,5
WA,Benton,2022,AUDI,E-TRON SPORTBACK,1
WA,Benton,2022,MERCEDES-BENZ,EQB-CLASS,1
WA,Benton,2022,MERCEDES-BENZ,EQS-CLASS SEDAN,1
WA,Benton,2022,FORD,ESCAPE,7
WA,Benton,2022,KIA,EV6,8
WA,Benton,2022,FORD,F-150,7
WA,Benton,2022,JEEP,GRAND CHEROKEE,5
WA,Benton,2022,BMW,I4,2
WA,Benton,2022,VOLKSWAGEN,ID.4,4
WA,Benton,2022,HYUNDAI,IONIQ,1
WA,Benton,2022,BMW,IX,3
WA,Benton,2022,NISSAN,LEAF,6
WA,Benton,2022,TESLA,MODEL 3,23
WA,Benton,2022,TESLA,MODEL S,12
WA,Benton,2022,TESLA,MODEL X,11
WA,Benton,2022,TESLA,MODEL Y,30
WA,Benton,2022,FORD,MUSTANG MACH-E,16
WA,Benton,2022,KIA,NIRO,6
WA,Benton,2022,MITSUBISHI,OUTLANDER,2
WA,Benton,2022,CHRYSLER,PACIFICA,4
WA,Benton,2022,TOYOTA,PRIUS PRIME,5
WA,Benton,2022,POLESTAR,PS2,3
WA,Benton,2022,AUDI,Q4,1
WA,Benton,2022,AUDI,Q5,4
WA,Benton,2022,RIVIAN,R1S,3
WA,Benton,2022,RIVIAN,R1T,7
WA,Benton,2022,TOYOTA,RAV4 PRIME,5
WA,Benton,2022,HYUNDAI,SANTA FE,1
WA,Benton,2022,KIA,SORENTO,7
WA,Benton,2022,HYUNDAI,TUCSON,1
WA,Benton,2022,JEEP,WRANGLER,4
WA,Benton,2022,BMW,X5,6
WA,Benton,2022,VOLVO,XC40,1
WA,Benton,2022,VOLVO,XC60,1
WA,Benton,2022,VOLVO,XC90,2
WA,Benton,2023,BMW,"330E",1
WA,Benton,2023,BMW,"530E",3
WA,Benton,2023,LUCID,AIR,2
WA,Benton,2023,NISSAN,ARIYA,12
WA,Benton,2023,BENTLEY,BENTAYGA,1
WA,Benton,2023,CHEVROLET,BOLT EUV,14
WA,Benton,2023,CHEVROLET,BOLT EV,10
WA,Benton,2023,TOYOTA,BZ4X,6
WA,Benton,2023,PORSCHE,CAYENNE,1
WA,Benton,2023,AUDI,E-TRON,1
WA,Benton,2023,MERCEDES-BENZ,EQB-CLASS,6
WA,Benton,2023,MERCEDES-BENZ,EQE-CLASS SEDAN,2
WA,Benton,2023,MERCEDES-BENZ,EQE-CLASS SUV,7
WA,Benton,2023,MERCEDES-BENZ,EQS-CLASS SUV,2
WA,Benton,2023,FORD,ESCAPE,5
WA,Benton,2023,KIA,EV6,18
WA,Benton,2023,FORD,F-150,18
WA,Benton,2023,GENESIS,G80,1
WA,Benton,2023,JEEP,GRAND CHEROKEE,6
WA,Benton,2023,GENESIS,GV60,1
WA,Benton,2023,MINI,HARDTOP,4
WA,Benton,2023,BMW,I4,8
WA,Benton,2023,VOLKSWAGEN,ID.4,17
WA,Benton,2023,HYUNDAI,IONIQ 5,8
WA,Benton,2023,HYUNDAI,IONIQ 6,5
WA,Benton,2023,BMW,IX,4
WA,Benton,2023,HYUNDAI,KONA,5
WA,Benton,2023,NISSAN,LEAF,10
WA,Benton,2023,CADILLAC,LYRIQ,1
WA,Benton,2023,TESLA,MODEL 3,27
WA,Benton,2023,TESLA,MODEL S,6
WA,Benton,2023,TESLA,MODEL X,11
WA,Benton,2023,TESLA,MODEL Y,33
WA,Benton,2023,FORD,MUSTANG MACH-E,33
WA,Benton,2023,KIA,NIRO,8
WA,Benton,2023,FISKER,OCEAN,2
WA,Benton,2023,MITSUBISHI,OUTLANDER,10
WA,Benton,2023,CHRYSLER,PACIFICA,6
WA,Benton,2023,TOYOTA,PRIUS PRIME,5
WA,Benton,2023,POLESTAR,PS2,1
WA,Benton,2023,AUDI,Q4,5
WA,Benton,2023,AUDI,Q5 E,2
WA,Benton,2023,RIVIAN,R1S,6
WA,Benton,2023,RIVIAN,R1T,7
WA,Benton,2023,TOYOTA,RAV4 PRIME,11
WA,Benton,2023,VOLVO,S90,1
WA,Benton,2023,HYUNDAI,SANTA FE,2
WA,Benton,2023,SUBARU,SOLTERRA,7
WA,Benton,2023,KIA,SORENTO,1
WA,Benton,2023,KIA,SPORTAGE,8
WA,Benton,2023,FORD,TRANSIT,3
WA,Benton,2023,HYUNDAI,TUCSON,4
WA,Benton,2023,VOLVO,V60,1
WA,Benton,2023,JEEP,WRANGLER,18
WA,Benton,2023,BMW,X5,7
WA,Benton,2023,VOLVO,XC60,1
WA,Benton,2023,VOLVO,XC90,5
WA,Benton,2024,FIAT,"500E",1
WA,Benton,2024,NISSAN,ARIYA,3
WA,Benton,2024,CHEVROLET,BLAZER,6
WA,Benton,2024,TOYOTA,BZ4X,9
WA,Benton,2024,PORSCHE,CAYENNE,1
WA,Benton,2024,MAZDA,CX-90,21
WA,Benton,2024,TESLA,CYBERTRUCK,15
WA,Benton,2024,MERCEDES-BENZ,EQE-CLASS SEDAN,1
WA,Benton,2024,CHEVROLET,EQUINOX,11
WA,Benton,2024,FORD,ESCAPE,2
WA,Benton,2024,KIA,EV6,10
WA,Benton,2024,KIA,EV9,7
WA,Benton,2024,FORD,F-150,16
WA,Benton,2024,MERCEDES-BENZ,GLE-CLASS,3
WA,Benton,2024,JEEP,GRAND CHEROKEE,4
WA,Benton,2024,DODGE,HORNET,3
WA,Benton,2024,GMC,HUMMER EV PICKUP,2
WA,Benton,2024,GMC,HUMMER EV SUV,2
WA,Benton,2024,BMW,I4,6
WA,Benton,2024,BMW,I5,3
WA,Benton,2024,BMW,I7,1
WA,Benton,2024,VOLKSWAGEN,ID.4,7
WA,Benton,2024,HYUNDAI,IONIQ 5,11
WA,Benton,2024,HYUNDAI,IONIQ 6,4
WA,Benton,2024,BMW,IX,5
WA,Benton,2024,HYUNDAI,KONA,1
WA,Benton,2024,NISSAN,LEAF,3
WA,Benton,2024,CADILLAC,LYRIQ,11
WA,Benton,2024,TESLA,MODEL 3,22
WA,Benton,2024,TESLA,MODEL S,5
WA,Benton,2024,TESLA,MODEL X,6
WA,Benton,2024,TESLA,MODEL Y,34
WA,Benton,2024,FORD,MUSTANG MACH-E,17
WA,Benton,2024,KIA,NIRO,4
WA,Benton,2024,LEXUS,NX,1
WA,Benton,2024,MITSUBISHI,OUTLANDER,2
WA,Benton,2024,CHRYSLER,PACIFICA,2
WA,Benton,2024,TOYOTA,PRIUS PRIME,9
WA,Benton,2024,HONDA,PROLOGUE,19
WA,Benton,2024,POLESTAR,PS2,2
WA,Benton,2024,AUDI,Q5 E,12
WA,Benton,2024,AUDI,Q8,7
WA,Benton,2024,RIVIAN,R1S,2
WA,Benton,2024,RIVIAN,R1T,3
WA,Benton,2024,TOYOTA,RAV4 PRIME,22
WA,Benton,2024,LAMBORGHINI,REVUELTO,1
WA,Benton,2024,LEXUS,RX,2
WA,Benton,2024,LEXUS,RZ,2
WA,Benton,2024,VOLVO,S60,1
WA,Benton,2024,CHEVROLET,SILVERADO,5
WA,Benton,2024,SUBARU,SOLTERRA,10
WA,Benton,2024,KIA,SORENTO,2
WA,Benton,2024,KIA,SPORTAGE,7
WA,Benton,2024,ALFA ROMEO,TONALE,1
WA,Benton,2024,HYUNDAI,TUCSON,9
WA,Benton,2024,JEEP,WAGONEER S,1
WA,Benton,2024,JEEP,WRANGLER,19
WA,Benton,2024,BMW,X5,7
WA,Benton,2024,VOLVO,XC40,1
WA,Benton,2024,VOLVO,XC60,2
WA,Benton,2024,VOLVO,XC90,2
WA,Benton,2024,BMW,XM,1
WA,Benton,2025,TOYOTA,BZ4X,1
WA,Benton,2025,PORSCHE,CAYENNE,2
WA,Benton,2025,DODGE,CHARGER,2
WA,Benton,2025,LINCOLN,CORSAIR,1
WA,Benton,2025,MAZDA,CX-70,6
WA,Benton,2025,MAZDA,CX-90,1
WA,Benton,2025,TESLA,CYBERTRUCK,4
WA,Benton,2025,MERCEDES-BENZ,E-CLASS,1
WA,Benton,2025,CHEVROLET,EQUINOX,1
WA,Benton,2025,FORD,ESCAPE,3
WA,Benton,2025,KIA,EV9,2
WA,Benton,2025,VOLVO,EX30,1
WA,Benton,2025,VOLVO,EX40,1
WA,Benton,2025,FORD,F-150,1
WA,Benton,2025,BENTLEY,FLYING SPUR,1
WA,Benton,2025,MERCEDES-BENZ,GLC-CLASS,3
WA,Benton,2025,MERCEDES-BENZ,GLE-CLASS,3
WA,Benton,2025,GMC,HUMMER EV SUV,1
WA,Benton,2025,BMW,I4,2
WA,Benton,2025,BMW,I5,2
WA,Benton,2025,VOLKSWAGEN,ID. BUZZ,1
WA,Benton,2025,HYUNDAI,IONIQ 5,1
WA,Benton,2025,HYUNDAI,IONIQ 5 N,1
WA,Benton,2025,HYUNDAI,IONIQ 6,2
WA,Benton,2025,BMW,IX,3
WA,Benton,2025,NISSAN,LEAF,4
WA,Benton,2025,TESLA,MODEL 3,18
WA,Benton,2025,TESLA,MODEL S,1
WA,Benton,2025,TESLA,MODEL X,1
WA,Benton,2025,TESLA,MODEL Y,28
WA,Benton,2025,LEXUS,NX,2
WA,Benton,2025,CADILLAC,OPTIQ,1
WA,Benton,2025,MITSUBISHI,OUTLANDER,4
WA,Benton,2025,POLESTAR,POLESTAR 3,1
WA,Benton,2025,TOYOTA,PRIUS PHEV,1
WA,Benton,2025,AUDI,Q5 E,1
WA,Benton,2025,AUDI,Q6,3
WA,Benton,2025,RIVIAN,R1S,7
WA,Benton,2025,RIVIAN,R1T,4
WA,Benton,2025,TOYOTA,RAV4 PHEV,6
WA,Benton,2025,LEXUS,RX,3
WA,Benton,2025,LEXUS,RZ,1
WA,Benton,2025,GMC,SIERRA,1
WA,Benton,2025,KIA,SORENTO,5
WA,Benton,2025,KIA,SPORTAGE,10
WA,Benton,2025,BMW,X5,7
WA,Benton,2025,VOLVO,XC90,1
WA,Benton,2026,TESLA,MODEL Y,4
NJ,Bergen,2024,RIVIAN,R1S,1
SC,Berkeley,2023,TESLA,MODEL 3,1
TX,Bexar,2017,TOYOTA,PRIUS PRIME,1
TX,Bexar,2022,TESLA,MODEL Y,1
TX,Bexar,2022,CHRYSLER,PACIFICA,1
TX,Bexar,2023,CHEVROLET,BOLT EV,1
TX,Bexar,2023,HYUNDAI,IONIQ 5,1
TX,Bexar,2023,CHRYSLER,PACIFICA,1
TX,Bexar,2025,TESLA,MODEL 3,1
FL,Brevard,2023,RIVIAN,R1S,1
MA,Bristol,2022,TESLA,MODEL 3,1
WI,Brown,2019,TESLA,MODEL 3,1
NJ,Burlington,2020,TOYOTA,PRIUS PRIME,1
LA,Caddo,2024,TESLA,MODEL Y,1
GA,Camden,2023,HYUNDAI,IONIQ 5,1
NJ,Camden,2024,SUBARU,SOLTERRA,1
MD,Carroll,2015,FORD,FUSION,1
MD,Charles,2012,FISKER,KARMA,1
SC,Charleston,2016,FORD,C-MAX,1
SC,Charleston,2022,CHRYSLER,PACIFICA,1
VA,Charlottesville,2017,TOYOTA,PRIUS PRIME,1
VA,Charlottesville,2022,JEEP,WRANGLER,1
WA,Chelan,2011,NISSAN,LEAF,1
WA,Chelan,2012,NISSAN,LEAF,2
WA,Chelan,2012,TOYOTA,PRIUS PHEV,2
WA,Chelan,2012,CHEVROLET,VOLT,2
WA,Chelan,2013,FIAT,"500",1
WA,Chelan,2013,NISSAN,LEAF,5
WA,Chelan,2013,TESLA,MODEL S,6
WA,Chelan,2013,TOYOTA,PRIUS PHEV,1
WA,Chelan,2013,CHEVROLET,VOLT,5
WA,Chelan,2014,FORD,C-MAX,1
WA,Chelan,2014,SMART,FORTWO ELECTRIC DRIVE,1
WA,Chelan,2014,NISSAN,LEAF,4
WA,Chelan,2014,TESLA,MODEL S,8
WA,Chelan,2014,TOYOTA,PRIUS PHEV,1
WA,Chelan,2014,CHEVROLET,VOLT,8
WA,Chelan,2015,FIAT,"500",2
WA,Chelan,2015,FORD,FUSION,2
WA,Chelan,2015,BMW,I3,2
WA,Chelan,2015,BMW,I8,1
WA,Chelan,2015,NISSAN,LEAF,9
WA,Chelan,2015,TESLA,MODEL S,7
WA,Chelan,2015,PORSCHE,PANAMERA,1
WA,Chelan,2015,CHEVROLET,SPARK,2
WA,Chelan,2015,CHEVROLET,VOLT,2
WA,Chelan,2016,AUDI,A3,1
WA,Chelan,2016,FORD,C-MAX,1
WA,Chelan,2016,PORSCHE,CAYENNE,1
WA,Chelan,2016,VOLKSWAGEN,E-GOLF,1
WA,Chelan,2016,FORD,FUSION,3
WA,Chelan,2016,BMW,I8,1
WA,Chelan,2016,NISSAN,LEAF,8
WA,Chelan,2016,TESLA,MODEL S,7
WA,Chelan,2016,TESLA,MODEL X,7
WA,Chelan,2016,VOLVO,XC90,1
WA,Chelan,2017,BMW,"740E",1
WA,Chelan,2017,AUDI,A3,1
WA,Chelan,2017,CHEVROLET,BOLT EV,11
WA,Chelan,2017,FORD,C-MAX,1
WA,Chelan,2017,PORSCHE,CAYENNE,1
WA,Chelan,2017,FORD,FUSION,1
WA,Chelan,2017,BMW,I3,1
WA,Chelan,2017,BMW,I8,1
WA,Chelan,2017,NISSAN,LEAF,8
WA,Chelan,2017,TESLA,MODEL S,6
WA,Chelan,2017,TESLA,MODEL X,4
WA,Chelan,2017,CHRYSLER,PACIFICA,1
WA,Chelan,2017,TOYOTA,PRIUS PRIME,3
WA,Chelan,2017,CHEVROLET,VOLT,5
WA,Chelan,2017,BMW,X5,2
WA,Chelan,2017,VOLVO,XC90,1
WA,Chelan,2018,FIAT,"500",1
WA,Chelan,2018,BMW,"530E",1
WA,Chelan,2018,CHEVROLET,BOLT EV,8
WA,Chelan,2018,PORSCHE,CAYENNE,1
WA,Chelan,2018,HONDA,CLARITY,4
WA,Chelan,2018,BMW,I3,1
WA,Chelan,2018,NISSAN,LEAF,8
WA,Chelan,2018,TESLA,MODEL 3,15
WA,Chelan,2018,TESLA,MODEL S,6
WA,Chelan,2018,TESLA,MODEL X,9
WA,Chelan,2018,KIA,NIRO,1
WA,Chelan,2018,MITSUBISHI,OUTLANDER,2
WA,Chelan,2018,CHRYSLER,PACIFICA,2
WA,Chelan,2018,TOYOTA,PRIUS PRIME,4
WA,Chelan,2018,CHEVROLET,VOLT,6
WA,Chelan,2018,BMW,X5,2
WA,Chelan,2018,VOLVO,XC60,2
WA,Chelan,2018,VOLVO,XC90,3
WA,Chelan,2019,BMW,"530E",1
WA,Chelan,2019,CHEVROLET,BOLT EV,12
WA,Chelan,2019,SUBARU,CROSSTREK,1
WA,Chelan,2019,VOLKSWAGEN,E-GOLF,1
WA,Chelan,2019,AUDI,E-TRON,4
WA,Chelan,2019,JAGUAR,I-PACE,2
WA,Chelan,2019,BMW,I8,1
WA,Chelan,2019,NISSAN,LEAF,7
WA,Chelan,2019,TESLA,MODEL 3,14
WA,Chelan,2019,TESLA,MODEL S,2
WA,Chelan,2019,TESLA,MODEL X,4
WA,Chelan,2019,MITSUBISHI,OUTLANDER,1
WA,Chelan,2019,CHRYSLER,PACIFICA,1
WA,Chelan,2019,VOLVO,XC60,2
WA,Chelan,2019,VOLVO,XC90,1
WA,Chelan,2020,BMW,"530E",1
WA,Chelan,2020,LINCOLN,AVIATOR,1
WA,Chelan,2020,CHEVROLET,BOLT EV,10
WA,Chelan,2020,PORSCHE,CAYENNE,1
WA,Chelan,2020,FORD,FUSION,1
WA,Chelan,2020,JAGUAR,I-PACE,1
WA,Chelan,2020,BMW,I3,1
